Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Lcore 6,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
146448,146448,0,,141099,141131,0,,136010,136042,0,,141296,141328,0,,139020,139052,0,,118925,118957,0,,127852,127884,0,,950650,950842,0,182524800,182562048,28444341,0,0,0,
266239,266239,0,,258715,258712,0,,249556,249556,0,,258272,258272,0,,253381,253381,0,,217100,217100,0,,233749,233749,0,,1737012,1737009,0,333506304,333505344,54977465,0,0,0,
266646,266646,0,,258577,258580,0,,248785,248782,0,,258008,258008,0,,253567,253567,0,,217099,217099,0,,234394,234394,0,,1737076,1737076,0,333518592,333518784,54940919,0,0,0,
266560,266560,0,,259249,259248,0,,249893,249893,0,,258439,258439,0,,253243,253243,0,,216771,216771,0,,233621,233621,0,,1737776,1737775,0,333652992,333652608,53765767,0,0,0,
267291,267291,0,,258496,258497,0,,249512,249515,0,,258241,258241,0,,253473,253473,0,,217199,217199,0,,233698,233698,0,,1737910,1737914,0,333678720,333679488,53712692,0,0,0,
267005,267005,0,,259166,259164,0,,248763,248763,0,,258891,258891,0,,253213,253213,0,,217106,217106,0,,233758,233758,0,,1737902,1737900,0,333677184,333676800,53771482,0,0,0,
266985,266985,0,,258888,258890,0,,249024,249024,0,,257779,257779,0,,253455,253455,0,,216194,216194,0,,233859,233857,0,,1736184,1736184,0,333347328,333347520,53774111,0,0,0,
266742,266742,0,,259036,259036,0,,249115,249115,0,,258590,258590,0,,254241,254241,0,,216273,216273,0,,234205,234207,0,,1738202,1738204,0,333734784,333734976,53701734,0,0,0,
267016,267016,0,,258320,258320,0,,249743,249743,0,,258147,258146,0,,254066,254066,0,,216874,216874,0,,234286,234284,0,,1738452,1738449,0,333782784,333782208,53673275,0,0,0,
266457,266457,0,,258464,258464,0,,249247,249245,0,,258413,258414,0,,253222,253222,0,,216789,216789,0,,234778,234780,0,,1737370,1737371,0,333575040,333575232,53636187,0,0,0,
267074,267074,0,,257851,257851,0,,249209,249211,0,,257764,257764,0,,253171,253171,0,,217166,217166,0,,233419,233416,0,,1735654,1735653,0,333251712,333251520,53714192,0,0,0,
267433,267433,0,,258146,258146,0,,250337,250337,0,,258644,258644,0,,253472,253472,0,,217019,217019,0,,234117,234120,0,,1739168,1739171,0,333914112,333914688,53731788,0,0,0,
266983,266983,0,,258612,258612,0,,249466,249466,0,,258638,258635,0,,253088,253088,0,,217101,217101,0,,234845,234845,0,,1738733,1738730,0,333836736,333836160,53778190,0,0,0,
266764,266764,0,,258425,258425,0,,249586,249586,0,,259334,259337,0,,253762,253762,0,,216678,216675,0,,233844,233842,0,,1738393,1738391,0,333777600,333771072,53680169,0,0,0,
265977,265977,0,,258285,258285,0,,248734,248734,0,,257892,257892,0,,252961,252961,0,,216621,216624,0,,233751,233753,0,,1734221,1734226,0,332964288,332973312,53786694,0,0,0,
